Score, Film Name, Year, Date Rated, Mini Review, URL, IMDB ID
10,"The Man Who Loved Women",1977,"Jun 29 2014, 17:35","",https://www.criticker.com/film/The-Man-Who-Loved-Women/,tt0076155
10,"Merlí",2015,"Jun 23 2018, 20:19","",https://www.criticker.com/tv/Merli/,tt4580372
10,"Monty Python and the Holy Grail",1975,"Jun 21 2014, 21:53","",https://www.criticker.com/film/Monty-Python-and-the-Holy/,tt0071853
10,"Night of the Living Dead",1968,"Jun 21 2014, 21:51","",https://www.criticker.com/film/Night-of-the-Living-Dead/,tt0063350
10,"Nosferatu the Vampyre",1979,"Jun 23 2014, 03:32","",https://www.criticker.com/film/Nosferatu-the-Vampyre/,tt0079641
10,"The Office",2001,"Jan 11 2016, 18:15","",https://www.criticker.com/tv/The-Office-2001/,tt0290978
10,"The Office",2005,"Jan 11 2016, 18:14","",https://www.criticker.com/tv/The-Office-2005/,tt0386676
10,"Once Upon a Time in the West",1968,"Jun 22 2014, 20:10","",https://www.criticker.com/film/Once-Upon-a-Time-in/,tt0064116
10,"Onibaba",1964,"Jun 21 2014, 21:58","",https://www.criticker.com/film/Onibaba/,tt0058430
10,"Padre padrone",1977,"Sep 09 2014, 01:09","",https://www.criticker.com/film/Padre-padrone/,tt0076517
10,"Parasite",2019,"Sep 16 2019, 05:32","",https://www.criticker.com/film/Parasite-2019/,tt6751668
10,"Persona",1966,"Jun 21 2014, 21:35","",https://www.criticker.com/film/Persona/,tt0060827
10,"Pi",1998,"Jun 21 2014, 21:34","",https://www.criticker.com/film/Pi/,tt0138704
10,"Pink Flamingos",1972,"Feb 15 2016, 01:59","",https://www.criticker.com/film/Pink-Flamingos/,tt0069089
10,"Rashomon",1950,"Jul 14 2016, 00:18","",https://www.criticker.com/film/Rashomon/,tt0042876
10,"Rear Window",1954,"Jun 21 2014, 21:45","",https://www.criticker.com/film/Rear-Window/,tt0047396
10,"Reservoir Dogs",1992,"Jun 21 2014, 21:49","",https://www.criticker.com/film/Reservoir-Dogs/,tt0105236
10,"Le Samouraï",1967,"Jun 05 2015, 06:51","",https://www.criticker.com/film/Le-Samourai/,tt0062229
10,"The Seventh Seal",1957,"Jun 21 2014, 21:51","",https://www.criticker.com/film/The-Seventh-Seal/,tt0050976
10,"The Shining",1980,"Jun 21 2014, 21:32","",https://www.criticker.com/film/The-Shining/,tt0081505
10,"Shock Corridor",1963,"Jul 13 2014, 16:14","",https://www.criticker.com/film/Shock-Corridor/,tt0057495
10,"A Short Film About Killing",1988,"May 29 2016, 23:39","",https://www.criticker.com/film/A-Short-Film-About-Killing/,tt0095468
10,"A Short Film About Love",1988,"May 28 2016, 16:20","",https://www.criticker.com/film/A-Short-Film-About-Love/,tt0095467
10,"Six Feet Under",2001,"Jan 11 2016, 18:09","",https://www.criticker.com/tv/Six-Feet-Under/,tt0248654
10,"The Sopranos",1999,"Jan 11 2016, 18:09","",https://www.criticker.com/tv/The-Sopranos/,tt0141842
10,"Sorcerer",1977,"Jun 22 2014, 02:17","",https://www.criticker.com/film/Sorcerer/,tt0076740
10,"Spirited Away",2001,"Jun 21 2014, 22:25","",https://www.criticker.com/film/Spirited-Away/,tt0245429
10,"Stranger Than Paradise",1984,"Jun 21 2014, 21:17","",https://www.criticker.com/film/Stranger-Than-Paradise/,tt0088184
10,"Stroszek",1977,"Dec 19 2017, 01:51","",https://www.criticker.com/film/Stroszek/,tt0075276
10,"Summer",1986,"Jul 03 2016, 17:43","",https://www.criticker.com/film/Summer/,tt0091830
10,"Tampopo",1985,"Jun 06 2021, 06:56","",https://www.criticker.com/film/Tampopo/,tt0092048
10,"Taxi Driver",1976,"Jun 21 2014, 21:29","",https://www.criticker.com/film/Taxi-Driver-1976/,tt0075314
10,"The Texas Chainsaw Massacre",1974,"Jun 22 2014, 02:14","",https://www.criticker.com/film/The-Texas-Chainsaw-Massacre-1974/,tt0072271
10,"This Sporting Life",1963,"Feb 22 2016, 02:12","",https://www.criticker.com/film/This-Sporting-Life/,tt0057578
10,"El Topo",1970,"Jun 21 2014, 21:17","",https://www.criticker.com/film/El-Topo/,tt0067866
10,"Toy Story",1995,"Jun 21 2014, 21:58","",https://www.criticker.com/film/Toy-Story/,tt0114709
10,"The Trial",1962,"Jun 22 2014, 02:12","",https://www.criticker.com/film/The-Trial/,tt0057427
10,"Twin Peaks",1990,"Jan 24 2021, 20:07","",https://www.criticker.com/tv/Twin-Peaks/,tt0098936
10,"Twin Peaks",2017,"Feb 28 2021, 19:50","",https://www.criticker.com/tv/Twin-Peaks-2017/,tt4093826
10,"Two-Lane Blacktop",1971,"Aug 07 2016, 01:31","",https://www.criticker.com/film/Two-Lane-Blacktop/,tt0067893
10,"The Wages of Fear",1953,"Jul 30 2020, 00:55","",https://www.criticker.com/film/The-Wages-of-Fear/,tt0046268
10,"White Chicks",2004,"Jun 22 2014, 02:32","",https://www.criticker.com/film/White-Chicks/,tt0381707
10,"The Wicker Man",1973,"Oct 20 2019, 19:26","",https://www.criticker.com/film/The-Wicker-Man/,tt0070917
10,"The Wire",2002,"Jan 11 2016, 18:08","",https://www.criticker.com/tv/The-Wire/,tt0306414
9,"36th Chamber of Shaolin",1978,"Dec 31 2020, 07:02","",https://www.criticker.com/film/36th-Chamber-of-Shaolin/,tt0078243
9,"Accattone",1961,"Jan 25 2018, 04:13","",https://www.criticker.com/film/Accattone/,tt0054599
9,"All the Boys Are Called Patrick",1959,"Jan 01 2018, 05:20","",https://www.criticker.com/film/All-the-Boys-Are-Called/,tt0051102
9,"Almacenados",2015,"Nov 26 2017, 18:11","",https://www.criticker.com/film/Almacenados/,tt5210324
9,"Army of Darkness",1993,"Jun 22 2014, 02:21","",https://www.criticker.com/film/Army-of-Darkness/,tt0106308
9,"Bacurau",2019,"Aug 17 2019, 15:58","",https://www.criticker.com/film/Bacurau/,tt2762506
9,"Band of Outsiders",1964,"Jan 27 2019, 00:28","",https://www.criticker.com/film/Band-of-Outsiders/,tt0057869
9,"A Bay of Blood",1971,"Feb 01 2020, 21:38","",https://www.criticker.com/film/A-Bay-of-Blood/,tt0067656
9,"Ben",1972,"Oct 06 2019, 03:11","",https://www.criticker.com/film/Ben/,tt0068264
9,"Better Call Saul",2015,"May 25 2021, 14:51","",https://www.criticker.com/tv/Better-Call-Saul/,tt3032476
9,"The Big Lebowski",1998,"Jun 21 2014, 22:06","",https://www.criticker.com/film/The-Big-Lebowski/,tt0118715
9,"The Birds",1963,"Jun 21 2014, 21:46","",https://www.criticker.com/film/The-Birds/,tt0056869
9,"Blow Out",1981,"Aug 24 2014, 23:02","",https://www.criticker.com/film/Blow-Out/,tt0082085
9,"The Blue Angel",1930,"Jan 21 2018, 21:20","",https://www.criticker.com/film/The-Blue-Angel/,tt0020697
9,"Breaking Bad",2008,"Jan 11 2016, 18:10","",https://www.criticker.com/tv/Breaking-Bad/,tt0903747
9,"Broken Flowers",2005,"Jan 26 2015, 02:48","",https://www.criticker.com/film/Broken-Flowers/,tt0412019
9,"Bullet Ballet",1998,"Jun 22 2014, 02:15","",https://www.criticker.com/film/Bullet-Ballet/,tt0163563
9,"Butch Cassidy and the Sundance Kid",1969,"Jun 22 2014, 19:59","",https://www.criticker.com/film/Butch-Cassidy-and-the-Sundance/,tt0064115
9,"The Celebration",1998,"Feb 08 2018, 23:26","",https://www.criticker.com/film/The-Celebration/,tt0154420
9,"Chernobyl",2019,"Jun 14 2019, 03:58","",https://www.criticker.com/tv/Chernobyl/,tt7366338
9,"Cleo from 5 to 7",1962,"Feb 12 2018, 23:58","",https://www.criticker.com/film/Cleo-from-5-to-7/,tt0055852
9,"A Clockwork Orange",1971,"Jun 21 2014, 21:36","",https://www.criticker.com/film/A-Clockwork-Orange/,tt0066921
9,"Come and See",1985,"Feb 06 2016, 20:29","",https://www.criticker.com/film/Come-and-See/,tt0091251
9,"The Cremator",1969,"Feb 10 2016, 01:08","",https://www.criticker.com/film/The-Cremator-1969/,tt0063633
9,"Crossroads",1986,"Sep 16 2018, 20:11","",https://www.criticker.com/film/Crossroads/,tt0090888
9,"Dawn of the Dead",1978,"Jun 21 2014, 21:43","",https://www.criticker.com/film/Dawn-of-the-Dead/,tt0077402
9,"Day of Wrath",1943,"Feb 25 2018, 06:21","",https://www.criticker.com/film/Day-of-Wrath/,tt0036506
9,"The Dead Zone",1983,"Jun 22 2014, 19:54","",https://www.criticker.com/film/The-Dead-Zone/,tt0085407
9,"Deliverance",1972,"Jun 22 2014, 02:12","",https://www.criticker.com/film/Deliverance/,tt0068473
9,"Demons",1985,"Jun 23 2014, 03:44","",https://www.criticker.com/film/Demons/,tt0089013
9,"The Devil's Eye",1960,"Jan 28 2016, 12:42","",https://www.criticker.com/film/The-Devils-Eye/,tt0053772
9,"Diabolique",1955,"Jul 21 2020, 02:14","",https://www.criticker.com/film/Diabolique-1955/,tt0046911
9,"The Disaster Artist",2017,"Jan 28 2018, 23:09","",https://www.criticker.com/film/The-Disaster-Artist/,tt3521126
9,"Drive",2011,"Jun 21 2014, 21:34","",https://www.criticker.com/film/Drive-2011/,tt0780504
9,"The Duellists",1977,"Jan 28 2016, 13:26","",https://www.criticker.com/film/The-Duellists/,tt0075968
9,"The Enigma of Kaspar Hauser",1974,"Feb 12 2018, 04:42","",https://www.criticker.com/film/The-Enigma-of-Kaspar-Hauser/,tt0071691
9,"Escape from New York",1981,"Jun 21 2014, 22:31","",https://www.criticker.com/film/Escape-from-New-York/,tt0082340
9,"eXistenZ",1999,"Jun 21 2014, 22:01","",https://www.criticker.com/film/eXistenZ/,tt0120907
9,"Fat City",1972,"Jun 22 2014, 02:12","",https://www.criticker.com/film/Fat-City/,tt0068575
9,"The Fearless Vampire Killers",1967,"Jun 21 2014, 22:32","",https://www.criticker.com/film/The-Fearless-Vampire-Killers/,tt0061655
9,"A Fistful of Dollars",1964,"Jun 21 2014, 21:50","",https://www.criticker.com/film/A-Fistful-of-Dollars/,tt0058461
9,"Five Easy Pieces",1970,"Jun 22 2014, 02:15","",https://www.criticker.com/film/Five-Easy-Pieces/,tt0065724
9,"The Fly",1986,"Jun 21 2014, 21:47","",https://www.criticker.com/film/The-Fly-1986/,tt0091064
9,"For a Few Dollars More",1965,"Jun 21 2014, 21:36","",https://www.criticker.com/film/For-a-Few-Dollars-More/,tt0059578
9,"Generation Kill",2008,"Oct 11 2016, 19:22","",https://www.criticker.com/tv/Generation-Kill/,tt0995832
9,"Geri's Game",1997,"Jun 29 2014, 00:58","",https://www.criticker.com/film/Geris-Game/,tt0131409
9,"Get Out",2017,"Apr 23 2017, 04:58","",https://www.criticker.com/film/Get-Out-2017/,tt5052448
9,"The Godfather",1972,"Jun 22 2014, 02:09","",https://www.criticker.com/film/The-Godfather/,tt0068646
9,"The Godfather: Part II",1974,"Jun 21 2014, 22:30","",https://www.criticker.com/film/The-Godfather-Part-II/,tt0071562
9,"The Good, the Bad and the Ugly",1966,"Jun 21 2014, 21:49","",https://www.criticker.com/film/The-Good-the-Bad-and/,tt0060196
9,"Goodfellas",1990,"Jun 23 2014, 16:36","",https://www.criticker.com/film/Goodfellas/,tt0099685
9,"Gummo",1997,"Nov 25 2015, 00:00","",https://www.criticker.com/film/Gummo/,tt0119237
9,"High Plains Drifter",1973,"Feb 16 2015, 05:55","",https://www.criticker.com/film/High-Plains-Drifter/,tt0068699
9,"The Hole",1998,"Dec 26 2018, 09:20","",https://www.criticker.com/film/The-Hole-1998/,tt0156610
9,"Holy Motors",2012,"Apr 30 2018, 01:54","",https://www.criticker.com/film/Holy-Motors/,tt2076220
9,"The Holy Mountain",1973,"Jun 21 2014, 22:05","",https://www.criticker.com/film/The-Holy-Mountain/,tt0071615
9,"Hour of the Wolf",1968,"Jun 23 2014, 03:35","",https://www.criticker.com/film/Hour-of-the-Wolf/,tt0063759
9,"The House of the Devil",2009,"Jan 19 2020, 05:44","",https://www.criticker.com/film/The-House-of-the-Devil/,tt1172994
9,"Howl's Moving Castle",2004,"Apr 23 2016, 05:46","",https://www.criticker.com/film/Howls-Moving-Castle/,tt0347149
9,"The Hunt",2012,"Dec 15 2019, 01:32","",https://www.criticker.com/film/The-Hunt-2012/,tt2106476
9,"Ikiru",1952,"Mar 13 2017, 02:34","",https://www.criticker.com/film/Ikiru/,tt0044741
9,"Jason and the Argonauts",1963,"Jun 02 2020, 05:05","",https://www.criticker.com/film/Jason-and-the-Argonauts/,tt0057197
9,"Jules and Jim",1962,"Feb 23 2015, 02:54","",https://www.criticker.com/film/Jules-and-Jim/,tt0055032
9,"Jurassic Park",1993,"Jun 21 2014, 21:53","",https://www.criticker.com/film/Jurassic-Park/,tt0107290
9,"Kids",1995,"Jul 17 2016, 02:38","",https://www.criticker.com/film/Kids/,tt0113540
9,"The Killing",1956,"Mar 01 2015, 03:01","",https://www.criticker.com/film/The-Killing/,tt0049406
9,"King of New York",1990,"Sep 27 2014, 18:39","",https://www.criticker.com/film/King-of-New-York/,tt0099939
9,"Kuroneko",1968,"Jun 21 2014, 21:59","",https://www.criticker.com/film/Kuroneko/,tt0122136
9,"Léon: The Professional",1994,"Jun 21 2014, 21:40","",https://www.criticker.com/film/Leon-The-Professional/,tt0110413
9,"The Last Laugh",1924,"Jan 22 2018, 00:18","",https://www.criticker.com/film/The-Last-Laugh/,tt0015064
9,"The Lighthouse",2019,"Dec 26 2019, 01:41","",https://www.criticker.com/film/The-Lighthouse-2019/,tt7984734
9,"Lost Highway",1997,"Jun 29 2016, 00:50","",https://www.criticker.com/film/Lost-Highway/,tt0116922
9,"Macbeth",1948,"Jan 28 2016, 13:12","",https://www.criticker.com/film/Macbeth/,tt0040558
9,"Mad Max: Fury Road",2015,"Apr 16 2018, 13:25","",https://www.criticker.com/film/Mad-Max-Fury-Road/,tt1392190
9,"Man Bites Dog",1992,"Jun 21 2014, 21:59","",https://www.criticker.com/film/Man-Bites-Dog/,tt0103905
9,"A Man Escaped",1956,"Jun 21 2014, 22:04","",https://www.criticker.com/film/A-Man-Escaped/,tt0049902
9,"The Matrix",1999,"Jun 21 2014, 21:24","",https://www.criticker.com/film/The-Matrix/,tt0133093
9,"Memento",2001,"Jul 28 2018, 06:43","",https://www.criticker.com/film/Memento/,tt0209144
9,"Mulholland Drive",2001,"Mar 29 2015, 00:54","",https://www.criticker.com/film/Mulholland-Drive/,tt0166924
9,"Mystery Train",1989,"Jun 29 2014, 17:34","",https://www.criticker.com/film/Mystery-Train/,tt0097940
9,"Night on Earth",1991,"Jul 06 2014, 23:13","",https://www.criticker.com/film/Night-on-Earth/,tt0102536
9,"No Country for Old Men",2007,"Jun 21 2014, 22:17","",https://www.criticker.com/film/No-Country-for-Old-Men/,tt0477348
9,"One Flew Over the Cuckoo's Nest",1975,"Jun 21 2014, 22:02","",https://www.criticker.com/film/One-Flew-Over-the-Cuckoos/,tt0073486
9,"Paris, Texas",1984,"Dec 20 2016, 01:41","",https://www.criticker.com/film/Paris-Texas/,tt0087884
9,"The Passion of Joan of Arc",1928,"Feb 08 2015, 04:19","",https://www.criticker.com/film/The-Passion-of-Joan-of/,tt0019254
9,"Paths of Glory",1957,"Mar 01 2015, 22:23","",https://www.criticker.com/film/Paths-of-Glory/,tt0050825
9,"Payer of Promises",1962,"Nov 29 2021, 00:03","",https://www.criticker.com/film/Payer-of-Promises/,tt0056322
9,"Phantom of Liberty",1974,"Jun 21 2014, 21:18","",https://www.criticker.com/film/Phantom-of-Liberty/,tt0071487
9,"Possession",1981,"Mar 05 2017, 00:03","",https://www.criticker.com/film/Possession/,tt0082933
9,"Psycho",1960,"Jun 21 2014, 21:29","",https://www.criticker.com/film/Psycho/,tt0054215
9,"Ran",1985,"Jun 30 2016, 01:16","",https://www.criticker.com/film/Ran/,tt0089881
9,"The Red Light Bandit",1968,"Jul 05 2014, 00:38","",https://www.criticker.com/film/The-Red-Light-Bandit/,tt0144782
9,"Repo Man",1984,"Oct 11 2020, 04:22","",https://www.criticker.com/film/Repo-Man/,tt0087995
9,"Rocco and His Brothers",1960,"Apr 01 2018, 05:38","",https://www.criticker.com/film/Rocco-and-His-Brothers/,tt0054248
9,"Rocky",1976,"Jun 21 2014, 21:32","",https://www.criticker.com/film/Rocky/,tt0075148
9,"The Room",2003,"Jun 23 2014, 03:52","",https://www.criticker.com/film/The-Room-2003/,tt0368226
9,"Rope",1948,"Jun 28 2014, 21:04","",https://www.criticker.com/film/Rope/,tt0040746
9,"Sansho the Bailiff",1954,"Dec 29 2018, 10:52","",https://www.criticker.com/film/Sansho-the-Bailiff/,tt0047445
9,"Scott Pilgrim vs. the World",2010,"Jun 21 2014, 21:55","",https://www.criticker.com/film/Scott-Pilgrim-vs-the-World/,tt0446029
9,"Seconds",1966,"Oct 17 2016, 01:01","",https://www.criticker.com/film/Seconds/,tt0060955
9,"The Servant",1963,"Jul 19 2020, 02:33","",https://www.criticker.com/film/The-Servant/,tt0057490
9,"Seven Samurai",1954,"Feb 16 2015, 00:08","",https://www.criticker.com/film/Seven-Samurai/,tt0047478
9,"Shaun of the Dead",2004,"Jun 21 2014, 21:41","",https://www.criticker.com/film/Shaun-of-the-Dead/,tt0365748
9,"She Killed in Ecstasy",1971,"Nov 02 2019, 08:27","",https://www.criticker.com/film/She-Killed-in-Ecstasy/,tt0066104
9,"Shoot the Piano Player",1960,"Aug 24 2014, 00:17","",https://www.criticker.com/film/Shoot-the-Piano-Player/,tt0054389
9,"Snowpiercer",2014,"Apr 12 2020, 03:07","",https://www.criticker.com/film/Snowpiercer/,tt1706620
9,"Stand by Me",1986,"Jan 19 2019, 04:56","",https://www.criticker.com/film/Stand-by-Me/,tt0092005
9,"Suspiria",1977,"Sep 10 2014, 22:22","",https://www.criticker.com/film/Suspiria/,tt0076786
9,"Tenacious D in The Pick of Destiny",2006,"Jun 21 2014, 22:23","",https://www.criticker.com/film/Tenacious-D-in-The-Pick/,tt0365830
9,"The Tenant",1976,"Jun 21 2014, 21:19","",https://www.criticker.com/film/The-Tenant/,tt0074811
9,"Tetsuo: The Iron Man",1989,"Jun 28 2014, 21:09","",https://www.criticker.com/film/Tetsuo-The-Iron-Man/,tt0096251
9,"They Live",1988,"Jun 21 2014, 21:28","",https://www.criticker.com/film/They-Live/,tt0096256
9,"Thief",1981,"Jun 22 2014, 02:18","",https://www.criticker.com/film/Thief/,tt0083190
9,"The Thing",1982,"Jun 21 2014, 21:46","",https://www.criticker.com/film/The-Thing/,tt0084787
9,"A Trip to the Moon",1902,"Jan 28 2016, 13:15","",https://www.criticker.com/film/A-Trip-to-the-Moon/,tt0000417
9,"Turkish Star Wars",1982,"Jun 28 2014, 21:12","",https://www.criticker.com/film/Turkish-Star-Wars/,tt0182060
9,"Uncut Gems",2019,"Feb 03 2020, 06:06","",https://www.criticker.com/film/Uncut-Gems/,tt5727208
9,"Vanishing Point",1971,"Jun 23 2014, 03:43","",https://www.criticker.com/film/Vanishing-Point/,tt0067927
9,"Videodrome",1983,"Jun 21 2014, 22:00","",https://www.criticker.com/film/Videodrome/,tt0086541
9,"Vivre Sa Vie",1962,"Feb 10 2018, 01:49","",https://www.criticker.com/film/Vivre-Sa-Vie/,tt0056663
9,"The Warriors",1979,"Jul 08 2019, 05:04","",https://www.criticker.com/film/The-Warriors/,tt0080120
9,"Wings of Desire",1987,"Feb 05 2018, 23:28","",https://www.criticker.com/film/Wings-of-Desire/,tt0093191
9,"Winter Light",1963,"Feb 08 2015, 16:31","",https://www.criticker.com/film/Winter-Light/,tt0057358
9,"The Witch",2016,"Jan 07 2021, 15:00","",https://www.criticker.com/film/The-Witch/,tt4263482
9,"World on a Wire",1973,"Jan 26 2018, 06:36","",https://www.criticker.com/tv/World-on-a-Wire/,tt0070904
9,"Woyzeck",1979,"Feb 05 2018, 01:02","",https://www.criticker.com/film/Woyzeck/,tt0080149
8,"78/52",2017,"Jul 04 2018, 00:59","",https://www.criticker.com/film/7852-2017/,tt4372240
8,"8½",1963,"Dec 27 2015, 22:46","",https://www.criticker.com/film/8-1963/,tt0056801
8,"The Addiction",1995,"Nov 03 2017, 03:09","",https://www.criticker.com/film/The-Addiction/,tt0112288
8,"Alphaville",1965,"Jan 20 2016, 22:13","",https://www.criticker.com/film/Alphaville/,tt0058898
8,"American Psycho",2000,"Jun 21 2014, 21:57","",https://www.criticker.com/film/American-Psycho/,tt0144084
8,"Angst",1983,"Jan 05 2019, 05:40","",https://www.criticker.com/film/Angst/,tt0165623
8,"Aquarius",2016,"Jan 25 2017, 23:26","",https://www.criticker.com/film/Aquarius-2016/,tt5221584
8,"L'argent",1983,"Feb 25 2018, 06:23","",https://www.criticker.com/film/Largent-1983/,tt0085180
8,"Atlanta",2016,"Mar 14 2021, 22:14","",https://www.criticker.com/tv/Atlanta/,tt4288182
8,"Bad Lieutenant",1992,"Jul 12 2015, 01:13","",https://www.criticker.com/film/Bad-Lieutenant/,tt0103759
8,"Bagdad Cafe",1987,"Jun 25 2020, 02:40","",https://www.criticker.com/film/Bagdad-Cafe/,tt0095801
8,"Battleship Potemkin",1925,"Jun 22 2014, 20:09","",https://www.criticker.com/film/Battleship-Potemkin/,tt0015648
8,"Beau Travail",1999,"Feb 06 2016, 01:19","",https://www.criticker.com/film/Beau-Travail/,tt0209933
8,"Before Sunset",2004,"Dec 28 2014, 21:17","",https://www.criticker.com/film/Before-Sunset/,tt0381681
8,"Billy Elliot",2000,"Jun 21 2014, 22:00","",https://www.criticker.com/film/Billy-Elliot/,tt0249462
8,"The Bird with the Crystal Plumage",1970,"Aug 15 2021, 22:09","",https://www.criticker.com/film/The-Bird-with-the-Crystal/,tt0065143
8,"Birdman",2014,"Jul 27 2019, 05:44","",https://www.criticker.com/film/Birdman/,tt2562232
8,"Black Swan",2010,"Jun 22 2014, 02:25","",https://www.criticker.com/film/Black-Swan/,tt0947798
8,"BlacKkKlansman",2018,"Dec 30 2018, 05:58","",https://www.criticker.com/film/BlacKkKlansman/,tt7349662
8,"Blade Runner",1982,"Jun 21 2014, 22:12","",https://www.criticker.com/film/Blade-Runner/,tt0083658
8,"The Blair Witch Project",1999,"Jun 21 2014, 21:52","",https://www.criticker.com/film/The-Blair-Witch-Project/,tt0185937
8,"Blue Velvet",1986,"Feb 17 2021, 04:51","",https://www.criticker.com/film/Blue-Velvet/,tt0090756
8,"The Blues Brothers",1980,"Jun 21 2014, 21:39","",https://www.criticker.com/film/The-Blues-Brothers/,tt0080455
8,"Boy Meets Girl",1984,"Mar 28 2016, 01:03","",https://www.criticker.com/film/Boy-Meets-Girl/,tt0086994
8,"Brazil",1985,"Dec 07 2016, 15:24","",https://www.criticker.com/film/Brazil/,tt0088846
8,"The Breakfast Club",1985,"Mar 08 2015, 03:17","",https://www.criticker.com/film/The-Breakfast-Club/,tt0088847
8,"Bride of Frankenstein",1935,"Jan 28 2016, 13:09","",https://www.criticker.com/film/Bride-of-Frankenstein/,tt0026138
